step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
307,CASH_OUT,316610.65,C2091880265,0.0,0.0,C1709068095,391827.78,708438.43,0
345,CASH_OUT,96712.19,C1120130361,0.0,0.0,C1489229799,2967338.38,3064050.57,0
298,PAYMENT,13388.97,C1197875337,0.0,0.0,M845845787,0.0,0.0,0
2,DEBIT,677.53,C2095793272,37067.0,36389.47,C925936450,9376.0,10053.53,0
19,CASH_IN,69500.49,C130287964,10256.0,79756.49,C1861106860,646549.09,577048.6,0
297,PAYMENT,304.6,C434601555,0.0,0.0,M812599567,0.0,0.0,0
403,PAYMENT,7351.1,C164269110,9969.0,2617.9,M710884700,0.0,0.0,0
356,CASH_OUT,84076.59,C802886539,541197.13,457120.54,C1724205974,1079200.52,1163277.11,0
203,CASH_OUT,227614.48,C1127703541,7327.0,0.0,C268645838,708892.67,936507.15,0
255,CASH_OUT,284987.05,C1622303549,0.0,0.0,C570972388,2777831.09,3062818.14,0
348,CASH_OUT,36853.45,C1593239538,0.0,0.0,C1284981915,1050371.01,1087224.45,0
138,CASH_OUT,93825.64,C3454796,0.0,0.0,C652492767,99466.0,0.0,0
203,TRANSFER,410071.74,C151179155,14793.0,0.0,C236515155,483674.04,893745.78,0
207,CASH_IN,160544.49,C108264242,4578052.59,4738597.08,C1852002993,479671.43,319126.94,0
375,TRANSFER,345618.21,C1574662259,0.0,0.0,C326402944,2095846.99,2441465.19,0
398,CASH_IN,112298.81,C2075245005,7258862.86,7371161.67,C1565370748,1075601.55,963302.74,0
184,PAYMENT,18806.65,C2049434880,0.0,0.0,M350409421,0.0,0.0,0
422,CASH_OUT,745521.79,C1522216935,54704.0,0.0,C654892126,0.0,745521.79,0
525,PAYMENT,41439.67,C856715887,33339.0,0.0,M188041658,0.0,0.0,0
15,CASH_OUT,139737.54,C1730799640,0.0,0.0,C787028959,1165558.22,1381932.44,0
43,CASH_IN,137157.95,C1942241384,11647.0,148804.95,C1947785070,5645783.53,5508625.58,0
256,CASH_IN,102205.1,C37983961,550.0,102755.1,C1536313875,100021.44,0.0,0
211,CASH_OUT,53618.28,C268031169,51525.0,0.0,C381071958,0.0,53618.28,0
182,CASH_OUT,224880.21,C1589882603,0.0,0.0,C733545577,3712030.69,3936910.9,0
277,CASH_OUT,235721.5,C764897937,0.0,0.0,C1589388967,3156814.98,3392536.48,0
352,PAYMENT,7881.37,C855335765,31785.35,23903.98,M1814424331,0.0,0.0,0
259,CASH_OUT,212782.13,C1970747956,31820.0,0.0,C1617073341,0.0,212782.13,0
302,CASH_OUT,137852.74,C380844981,0.0,0.0,C1253170290,876809.86,1014662.6,0
231,PAYMENT,11458.22,C349101301,21905.0,10446.78,M599211989,0.0,0.0,0
260,PAYMENT,307.29,C1770620308,0.0,0.0,M178504818,0.0,0.0,0
133,PAYMENT,274.62,C1510389025,0.0,0.0,M495639844,0.0,0.0,0
346,PAYMENT,13836.81,C1674834140,10512.0,0.0,M1364651472,0.0,0.0,0
12,PAYMENT,19084.51,C623569715,20055.0,970.49,M657313480,0.0,0.0,0
349,TRANSFER,4311962.79,C893297753,0.0,0.0,C237894214,6457739.08,12490923.97,0
278,TRANSFER,338495.37,C1434812763,35022.0,0.0,C600043830,52751.83,391247.21,0
402,CASH_OUT,179113.03,C1916018318,8183.0,0.0,C465775180,3069176.2,3248289.23,0
257,PAYMENT,22105.61,C1548793368,52278.0,30172.39,M2139544573,0.0,0.0,0
226,PAYMENT,8770.92,C1798668001,522.0,0.0,M189983223,0.0,0.0,0
183,PAYMENT,9131.72,C1872458766,1827.0,0.0,M1860573475,0.0,0.0,0
129,PAYMENT,2137.97,C263713024,3858.0,1720.03,M1608377794,0.0,0.0,0
232,CASH_OUT,32436.6,C882152569,10760.0,0.0,C267749844,4675.94,37112.53,0
228,PAYMENT,27787.66,C1623005925,204374.0,176586.34,M1709695789,0.0,0.0,0
155,CASH_IN,242258.89,C1638808551,7666.0,249924.89,C319601296,8176.8,0.0,0
300,CASH_IN,310510.35,C788488083,99848.0,410358.35,C1764522737,1022010.52,711500.16,0
617,TRANSFER,220819.0,C1505560676,28004.92,0.0,C369284896,809274.11,1030093.11,0
327,CASH_IN,279188.52,C541609605,82223.0,361411.52,C1531223067,120477.11,0.0,0
161,CASH_OUT,81857.77,C646970724,0.0,0.0,C1921996572,265834.14,235149.01,0
20,CASH_OUT,462333.45,C304271536,0.0,0.0,C793782844,1058320.37,1520653.82,0
212,TRANSFER,957132.46,C1592047535,0.0,0.0,C1920228459,15418238.07,16375370.53,0
322,TRANSFER,1011140.36,C568485686,0.0,0.0,C674269935,1285003.22,2296143.58,0
259,PAYMENT,10064.61,C1337194311,201682.25,191617.63,M1923393003,0.0,0.0,0
306,CASH_OUT,181501.04,C1838348568,0.0,0.0,C1953516967,477461.88,658962.91,0
14,CASH_OUT,252046.57,C1396461212,417869.5,165822.92,C46229814,10456688.24,10924315.55,0
205,CASH_OUT,425756.23,C718162775,47137.0,0.0,C2002453856,404762.13,830518.36,0
164,PAYMENT,6144.55,C136266528,40348.0,34203.45,M1602446693,0.0,0.0,0
349,CASH_IN,489717.02,C1440584699,852.0,490569.02,C479514962,0.0,0.0,0
138,CASH_OUT,227741.73,C430130035,3668.0,0.0,C203577234,11231386.95,11459128.68,0
43,CASH_OUT,502375.4,C2100430799,0.0,0.0,C354729462,968949.8,1471325.2,0
232,CASH_OUT,58691.38,C473294317,100704.0,42012.62,C1967927949,0.0,58691.38,0
278,CASH_OUT,121342.62,C1093743548,31065.0,0.0,C100136603,0.0,121342.62,0
400,CASH_OUT,11393.01,C170936735,50754.0,39360.99,C220258748,258631.74,270024.74,0
157,PAYMENT,15021.13,C845100302,0.0,0.0,M1940489205,0.0,0.0,0
353,PAYMENT,5710.66,C2065754747,66425.41,60714.75,M827977214,0.0,0.0,0
33,CASH_OUT,312749.7,C2084216558,36948.0,0.0,C367961377,23892.29,336642.0,0
252,CASH_IN,272373.98,C881970778,28173.0,300546.98,C118730775,238963.8,0.0,0
207,CASH_OUT,65011.49,C1617479466,0.0,0.0,C969412636,218599.8,283611.29,0
253,CASH_OUT,204038.31,C520230719,5.0,0.0,C280849653,0.0,204038.31,0
333,PAYMENT,43162.15,C241048593,15770.0,0.0,M766062197,0.0,0.0,0
312,CASH_IN,37728.25,C2213296,1146867.26,1184595.51,C386729118,163098.17,125369.92,0
281,CASH_IN,87993.52,C1162010987,9113683.2,9201676.72,C942975218,4074959.86,3986966.34,0
394,PAYMENT,11155.83,C1749986306,15971.0,4815.17,M810918779,0.0,0.0,0
157,TRANSFER,368390.27,C1615227456,0.0,0.0,C680062071,5387348.72,5755738.99,0
402,PAYMENT,15314.75,C505005455,253778.47,238463.72,M540984976,0.0,0.0,0
331,TRANSFER,627111.39,C90043481,0.0,0.0,C1910969389,733528.89,1360640.28,0
522,CASH_OUT,50855.87,C290638441,20206.53,0.0,C1045240105,123862.66,174718.53,0
187,PAYMENT,3874.46,C1964751929,0.0,0.0,M324917485,0.0,0.0,0
332,CASH_IN,14179.86,C1484000402,9384.0,23563.86,C1616153637,0.0,0.0,0
130,PAYMENT,6763.81,C1772722829,0.0,0.0,M293992780,0.0,0.0,0
326,CASH_IN,353736.44,C427781803,49886.0,403622.44,C1212608775,1932244.97,1578508.53,0
379,CASH_OUT,236200.1,C1312199822,1006.0,0.0,C511690053,475367.95,711568.05,0
187,CASH_OUT,422179.93,C551599188,10528.0,0.0,C1289638285,0.0,422179.93,0
137,CASH_OUT,161439.29,C1283490265,0.0,0.0,C1503836192,543087.88,704527.17,0
258,DEBIT,2199.38,C67457006,27072.0,24872.62,C1740862559,407110.75,409310.13,0
18,PAYMENT,4908.25,C1394490263,812.0,0.0,M84971435,0.0,0.0,0
164,CASH_OUT,404069.32,C1364636120,0.0,0.0,C744582563,4057680.82,4461750.15,0
281,PAYMENT,10154.12,C1613159146,0.0,0.0,M1948451525,0.0,0.0,0
165,CASH_OUT,37820.04,C1362157469,40953.0,3132.96,C1361232655,69322.52,107142.56,0
548,CASH_OUT,185533.52,C1380648072,39624.0,0.0,C1401326409,0.0,185533.52,0
281,PAYMENT,4591.42,C426744101,49906.0,45314.58,M1090447817,0.0,0.0,0
451,CASH_IN,146069.42,C1633797459,962946.39,1109015.8,C1908865436,326799.91,180730.49,0
158,CASH_OUT,230361.54,C2023880932,50011.0,0.0,C1610478975,0.0,230361.54,0
19,CASH_OUT,136102.06,C1827271801,0.0,0.0,C1339678445,4009119.0,4145221.07,0
135,PAYMENT,5452.32,C486797702,0.0,0.0,M1139701875,0.0,0.0,0
234,CASH_OUT,28731.03,C1492944206,0.0,0.0,C917091212,1157493.35,1186224.37,0
44,PAYMENT,791.97,C1640486758,114061.25,113269.27,M278765498,0.0,0.0,0
380,CASH_OUT,101044.54,C291120696,127338.77,26294.23,C2084223636,1863518.12,1964562.66,0
402,PAYMENT,19429.81,C725653792,26069.0,6639.19,M2049882807,0.0,0.0,0
203,PAYMENT,12178.07,C540529183,0.0,0.0,M1329351971,0.0,0.0,0
142,CASH_IN,109410.95,C549009924,11914796.23,12024207.18,C230060099,343090.88,233679.93,0
161,PAYMENT,2060.81,C942838453,98103.0,96042.19,M778788201,0.0,0.0,0
130,CASH_OUT,142055.84,C677452129,0.0,0.0,C475884382,224089.57,366145.41,0
232,TRANSFER,121910.67,C849706257,0.0,0.0,C722668262,901131.27,1023041.95,0
14,CASH_IN,313049.74,C347854176,0.0,313049.74,C58642425,701354.81,498751.19,0
139,CASH_IN,143401.72,C2103844992,7442490.08,7585891.8,C697226653,1002562.48,859160.76,0
302,CASH_OUT,312352.27,C1270010792,0.0,0.0,C1596908919,325227.18,637579.45,0
402,DEBIT,1955.2,C150934497,939.0,0.0,C1663144143,43970.35,45925.55,0
37,CASH_OUT,444104.64,C1415521404,18953.0,0.0,C1149519127,423208.69,867313.33,0
217,CASH_OUT,439016.92,C1516072771,0.0,0.0,C1529790786,3785402.67,4224419.59,0
401,PAYMENT,6028.21,C1132789132,357.2,0.0,M406796023,0.0,0.0,0
355,PAYMENT,9467.98,C352612929,154521.39,145053.41,M1243178953,0.0,0.0,0
162,PAYMENT,440.79,C1303875178,0.0,0.0,M362191627,0.0,0.0,0
312,PAYMENT,14060.85,C1487641312,52862.0,38801.15,M1674507998,0.0,0.0,0
262,PAYMENT,5019.68,C741707031,395463.0,390443.32,M1820561735,0.0,0.0,0
370,PAYMENT,25776.51,C1798176570,0.0,0.0,M2145357960,0.0,0.0,0
255,CASH_OUT,49842.3,C1047286392,0.0,0.0,C1603107810,66962.2,116804.51,0
323,CASH_OUT,21450.93,C1219704093,0.0,0.0,C1328129815,7273543.94,7294994.87,0
129,CASH_IN,294330.46,C342024036,60924.02,355254.48,C1602966175,429553.27,135222.81,0
325,CASH_OUT,142503.17,C745814363,0.0,0.0,C1314993785,378426.48,520929.65,0
39,CASH_OUT,381779.37,C486222341,22106.0,0.0,C920636617,1049233.6,1431012.97,0
282,TRANSFER,1087791.14,C1261776470,0.0,0.0,C405234789,3601616.12,4689407.26,0
140,PAYMENT,5832.44,C459543551,36817.19,30984.75,M1769770803,0.0,0.0,0
250,PAYMENT,20152.93,C88078432,0.0,0.0,M1649765873,0.0,0.0,0
397,CASH_OUT,199312.52,C1176406859,23724.0,0.0,C846824534,4321735.53,4521048.05,0
308,PAYMENT,1325.38,C375579053,0.0,0.0,M552281170,0.0,0.0,0
308,PAYMENT,14731.6,C108661658,0.0,0.0,M539069453,0.0,0.0,0
186,CASH_OUT,245327.45,C356096548,102028.0,0.0,C179590911,163531.98,408859.43,0
525,PAYMENT,378.39,C933399222,4907.0,4528.61,M2088827560,0.0,0.0,0
134,CASH_OUT,300105.41,C687219643,0.0,0.0,C2083888827,1059028.44,1359133.85,0
182,PAYMENT,10006.52,C869266208,162432.0,152425.48,M284748249,0.0,0.0,0
304,CASH_IN,193383.37,C1603586130,8038.0,201421.37,C1365240871,0.0,0.0,0
208,PAYMENT,14576.82,C1155459187,0.0,0.0,M1495031569,0.0,0.0,0
44,CASH_OUT,236408.19,C330579333,21010.0,0.0,C838671065,294478.61,530886.79,0
211,CASH_OUT,88629.58,C1040485837,0.0,0.0,C1426481487,150527.2,239156.78,0
15,CASH_OUT,379394.53,C1393045260,0.0,0.0,C372943559,2174407.98,2553802.51,0
17,PAYMENT,208.96,C1134192793,0.0,0.0,M1634264874,0.0,0.0,0
281,CASH_IN,281674.62,C144628682,5108515.0,5390189.62,C1028297720,445220.79,163546.17,0
207,CASH_OUT,271545.25,C1965229456,34.0,0.0,C5246898,0.0,271545.25,0
40,PAYMENT,10058.79,C1237571907,0.0,0.0,M1374605228,0.0,0.0,0
324,PAYMENT,11347.17,C1959648695,0.0,0.0,M433499728,0.0,0.0,0
353,CASH_IN,336226.48,C870380004,80435.0,416661.48,C1858571801,706807.84,370581.36,0
231,CASH_OUT,184512.61,C2013837409,21222.0,0.0,C1099894024,324141.82,508654.43,0
249,PAYMENT,12526.65,C1294856500,162.0,0.0,M315825791,0.0,0.0,0
14,PAYMENT,12460.46,C1983498618,153776.0,141315.54,M1729692949,0.0,0.0,0
403,CASH_OUT,3166.06,C11668817,0.0,0.0,C209070937,191011.47,194177.53,0
237,CASH_IN,307328.61,C711124300,2071025.8,2378354.41,C1354009358,1173388.46,866059.86,0
321,CASH_IN,231917.35,C777483736,2236254.89,2468172.25,C25550086,349382.64,117465.28,0
331,PAYMENT,8923.59,C134047941,51947.36,43023.78,M298319475,0.0,0.0,0
183,PAYMENT,5958.08,C867963357,550881.41,544923.33,M2075215930,0.0,0.0,0
274,CASH_OUT,334751.45,C1365201200,11496.0,0.0,C1166036810,0.0,334751.45,0
404,PAYMENT,6746.8,C25584786,5260.0,0.0,M1816333190,0.0,0.0,0
348,CASH_IN,147463.04,C1430657931,13800806.58,13948269.63,C1603033849,6174073.58,6026610.54,0
281,CASH_IN,380718.5,C242632348,2435497.83,2816216.33,C968598717,1686345.0,1305626.49,0
276,CASH_IN,182859.79,C331848723,4765146.35,4948006.14,C366957890,328805.45,145945.66,0
161,CASH_IN,472491.02,C128100635,12079.0,484570.02,C2143450011,0.0,36401.46,0
36,CASH_OUT,294475.67,C18696587,5525.0,0.0,C317763851,0.0,294475.67,0
210,CASH_OUT,154785.03,C1541554257,49308.0,0.0,C516920120,3336504.59,3491289.62,0
347,PAYMENT,42227.3,C1173545718,10848.0,0.0,M1556481695,0.0,0.0,0
140,CASH_OUT,7204.43,C1127058361,45490.0,38285.57,C1231355127,0.0,7204.43,0
373,CASH_IN,171769.3,C450856559,95877.0,267646.3,C32918834,0.0,0.0,0
331,PAYMENT,12729.05,C1161721111,16689.0,3959.95,M219292446,0.0,0.0,0
204,CASH_OUT,174975.18,C707392072,0.0,0.0,C5253085,4035095.89,4210071.07,0
255,CASH_OUT,90404.82,C413699882,0.0,0.0,C359214520,1069493.61,1159898.43,0
251,PAYMENT,14237.67,C362636298,479378.38,465140.72,M705866150,0.0,0.0,0
542,PAYMENT,6280.73,C426679095,0.0,0.0,M1594268147,0.0,0.0,0
236,CASH_IN,224573.44,C1762148570,3945522.72,4170096.16,C1349357247,4626375.29,4401801.86,0
258,PAYMENT,9443.3,C900313073,0.0,0.0,M2137237804,0.0,0.0,0
253,CASH_OUT,50928.26,C1576066384,72547.0,21618.74,C897958358,398066.49,448994.75,0
164,PAYMENT,4497.17,C792965738,261711.05,257213.88,M1308387164,0.0,0.0,0
229,CASH_OUT,284572.74,C234064451,20967.0,0.0,C175916229,1320101.46,1604674.2,0
192,PAYMENT,4765.53,C1835195671,120043.53,115277.99,M299409360,0.0,0.0,0
9,CASH_OUT,118429.37,C1832715258,0.0,0.0,C1447760423,119504.77,237934.14,0
9,CASH_IN,113221.83,C710547037,683207.61,796429.44,C1304876392,272913.13,0.0,0
206,CASH_OUT,1726.46,C1413435144,22049.0,20322.54,C1562829671,0.0,1726.46,0
373,CASH_OUT,349687.32,C155336961,168.0,0.0,C56725542,0.0,349687.32,0
17,TRANSFER,456681.06,C2094784080,0.0,0.0,C153223792,689474.1,1146155.16,0
332,CASH_IN,328895.28,C1102070501,14451900.31,14780795.59,C2024377835,4424085.9,3473979.04,0
379,PAYMENT,11891.13,C320429029,0.0,0.0,M2111446272,0.0,0.0,0
136,CASH_IN,241987.38,C1763924168,201215.05,443202.42,C1815561322,338029.61,0.0,0
19,CASH_IN,31252.14,C966893823,30191.0,61443.14,C75483598,3073462.45,3042210.31,0
235,CASH_OUT,125044.77,C346905730,222999.82,97955.05,C44220840,431345.41,556390.18,0
15,CASH_IN,724.28,C1133422603,6682704.65,6683428.93,C1076484842,38126.71,37402.43,0
159,CASH_OUT,289676.06,C10697917,69039.24,0.0,C1470024650,13862482.81,14152158.87,0
281,PAYMENT,17636.42,C1434536177,0.0,0.0,M599172107,0.0,0.0,0
356,PAYMENT,21850.02,C1865427445,0.0,0.0,M2140243505,0.0,0.0,0
203,CASH_IN,478516.52,C1957843510,3792014.74,4270531.26,C627671180,734714.87,256198.35,0
297,TRANSFER,1000887.89,C1552026977,0.0,0.0,C840370364,2571128.74,3572016.64,0
300,CASH_OUT,422671.77,C1147695904,0.0,0.0,C1000859805,517036.25,939708.02,0
7,PAYMENT,599.0,C738381688,525.0,0.0,M1048559742,0.0,0.0,0
204,TRANSFER,348261.27,C772559427,0.0,0.0,C1058139105,1377208.33,1725469.59,0
283,CASH_OUT,70787.12,C1982902559,0.0,0.0,C1031511478,1995327.79,2066114.9,0
306,CASH_IN,244553.57,C906551801,1786864.42,2031417.99,C871902715,1780941.95,1536388.38,0
416,CASH_OUT,43689.11,C327388320,0.0,0.0,C1731261769,1289616.63,1333305.74,0
212,CASH_IN,239726.61,C689166037,2890231.52,3129958.13,C2133660422,881665.87,641939.26,0
202,CASH_IN,75465.89,C625571077,7389850.17,7465316.05,C651141374,1739741.11,1664275.22,0
299,CASH_IN,129539.87,C286243155,30357.0,159896.87,C1522018883,132694.15,3154.27,0
17,CASH_IN,164627.87,C1151061530,5259687.11,5424314.98,C1345115367,270396.32,105768.45,0
259,PAYMENT,4834.06,C122497171,13021.0,8186.94,M796369569,0.0,0.0,0
255,PAYMENT,19616.42,C2020268984,0.0,0.0,M1295071016,0.0,0.0,0
205,PAYMENT,6457.29,C205818611,55689.0,49231.71,M1040434280,0.0,0.0,0
130,PAYMENT,56862.76,C542097512,17845.0,0.0,M59862586,0.0,0.0,0
401,PAYMENT,6550.78,C510562109,161900.89,155350.11,M1733875863,0.0,0.0,0
325,CASH_IN,196020.68,C957618008,1553089.89,1749110.57,C1759744517,450637.07,254616.38,0
154,PAYMENT,10667.16,C2043473863,0.0,0.0,M998115471,0.0,0.0,0
401,CASH_IN,123747.3,C1364884837,4245418.19,4369165.49,C684513483,1030120.58,906373.28,0
308,CASH_OUT,186727.95,C1378391019,0.0,0.0,C779998591,186908.44,373636.39,0
232,CASH_OUT,63764.08,C729012778,371899.0,308134.92,C1616314115,69715.0,133479.08,0
380,CASH_IN,195810.2,C236860757,14168.0,209978.2,C1237372638,0.0,0.0,0
370,PAYMENT,3842.8,C133805793,0.0,0.0,M1443656436,0.0,0.0,0
18,CASH_OUT,126021.12,C673583719,0.0,0.0,C266383440,215970.84,341991.96,0
21,TRANSFER,1040295.0,C1930060019,0.0,0.0,C911380925,4325978.99,5366274.0,0
301,CASH_OUT,232339.03,C356995311,666375.89,434036.86,C418772456,1672467.5,1904806.53,0
334,CASH_IN,110955.05,C69462289,4102.0,115057.05,C1020558034,0.0,0.0,0
41,CASH_IN,48939.04,C2060034419,4366605.13,4415544.17,C830754662,215509.0,166569.95,0
15,CASH_OUT,399635.96,C212948016,10074.0,0.0,C1671306796,0.0,399635.96,0
301,PAYMENT,29070.51,C1375586813,102624.0,73553.49,M998958841,0.0,0.0,0
136,CASH_OUT,94276.01,C520464505,113182.0,18905.99,C163538504,248867.32,343143.33,0
184,CASH_OUT,88842.85,C1428815672,0.0,0.0,C593144906,189986.84,278829.69,0
45,PAYMENT,3945.92,C423706726,178378.0,174432.08,M1997377256,0.0,0.0,0
226,CASH_OUT,37858.14,C1097235197,1108.0,0.0,C1394945957,634073.59,671931.73,0
187,TRANSFER,131051.33,C181514844,155029.64,23978.32,C243530545,389217.78,520269.11,0
43,CASH_IN,32839.64,C18181974,0.0,32839.64,C1154592510,9594114.91,9561275.27,0
373,CASH_OUT,76426.52,C1969882775,199987.86,123561.34,C1642990589,961130.81,1037557.33,0
205,CASH_IN,170168.65,C349176371,127905.0,298073.65,C1713895563,420193.05,250024.39,0
327,CASH_IN,413805.62,C1716621694,7823549.22,8237354.84,C1019209343,11251333.62,10837528.0,0
133,PAYMENT,15464.4,C1391965164,0.0,0.0,M656742432,0.0,0.0,0
282,PAYMENT,4659.07,C932029765,15538.9,10879.83,M546727969,0.0,0.0,0
331,TRANSFER,770742.8,C11149531,0.0,0.0,C1143329943,1287990.13,2058732.93,0
209,CASH_IN,210008.96,C612736644,7485091.91,7695100.87,C610167005,360484.47,150475.51,0
372,PAYMENT,42591.9,C1707267710,25863.0,0.0,M886773403,0.0,0.0,0
308,PAYMENT,5084.2,C1860989027,173501.0,168416.8,M1675208420,0.0,0.0,0
237,CASH_OUT,295392.89,C494160988,0.0,0.0,C1443725792,7277345.3,7572738.19,0
236,CASH_OUT,191272.43,C446911631,0.0,0.0,C79646106,1157772.17,1349044.59,0
297,PAYMENT,42563.79,C1106272518,22690.0,0.0,M2055214066,0.0,0.0,0
46,PAYMENT,2090.45,C1994981289,148.0,0.0,M1585289453,0.0,0.0,0
33,CASH_IN,61085.24,C93216004,10182489.31,10243574.55,C1671585276,745641.47,684556.23,0
215,CASH_OUT,4014.48,C458233364,0.0,0.0,C971868093,471539.27,475553.75,0
141,PAYMENT,3548.15,C549215371,47507.0,43958.85,M1837772491,0.0,0.0,0
